nid,x_mm,y_mm,z_mm,ix,iy,iz
1459,-58.5,-1.7166666666666675,0.5,22,5,3
1460,-58.5,-1.7166666666666675,1.0,22,5,4
1461,-58.5,0.0,-1.0,22,6,0
1462,-58.5,0.0,-0.5,22,6,1
1463,-58.5,0.0,0.0,22,6,2
1464,-58.5,0.0,0.5,22,6,3
1465,-58.5,0.0,1.0,22,6,4
1466,-58.5,1.7166666666666652,-1.0,22,7,0
1467,-58.5,1.7166666666666652,-0.5,22,7,1
1468,-58.5,1.7166666666666652,0.0,22,7,2
1469,-58.5,1.7166666666666652,0.5,22,7,3
1470,-58.5,1.7166666666666652,1.0,22,7,4
1471,-58.5,3.4333333333333327,-1.0,22,8,0
1472,-58.5,3.4333333333333327,-0.5,22,8,1
1473,-58.5,3.4333333333333327,0.0,22,8,2
1474,-58.5,3.4333333333333327,0.5,22,8,3
1475,-58.5,3.4333333333333327,1.0,22,8,4
1476,-58.5,5.15,-1.0,22,9,0
1477,-58.5,5.15,-0.5,22,9,1
1478,-58.5,5.15,0.0,22,9,2
1479,-58.5,5.15,0.5,22,9,3
1480,-58.5,5.15,1.0,22,9,4
1481,-58.5,6.866666666666665,-1.0,22,10,0
1482,-58.5,6.866666666666665,-0.5,22,10,1
1483,-58.5,6.866666666666665,0.0,22,10,2
1484,-58.5,6.866666666666665,0.5,22,10,3
1485,-58.5,6.866666666666665,1.0,22,10,4
1486,-58.5,8.583333333333334,-1.0,22,11,0
1487,-58.5,8.583333333333334,-0.5,22,11,1
1488,-58.5,8.583333333333334,0.0,22,11,2
1489,-58.5,8.583333333333334,0.5,22,11,3
1490,-58.5,8.583333333333334,1.0,22,11,4
1491,-58.5,10.3,-1.0,22,12,0
1492,-58.5,10.3,-0.5,22,12,1
1493,-58.5,10.3,0.0,22,12,2
1494,-58.5,10.3,0.5,22,12,3
1495,-58.5,10.3,1.0,22,12,4
1496,-56.75,-9.842187500000001,-1.0,23,0,0
1497,-56.75,-9.842187500000001,-0.5,23,0,1
1498,-56.75,-9.842187500000001,0.0,23,0,2
1499,-56.75,-9.842187500000001,0.5,23,0,3
1500,-56.75,-9.842187500000001,1.0,23,0,4
1501,-56.75,-8.201822916666668,-1.0,23,1,0
1502,-56.75,-8.201822916666668,-0.5,23,1,1
1503,-56.75,-8.201822916666668,0.0,23,1,2
1504,-56.75,-8.201822916666668,0.5,23,1,3
1505,-56.75,-8.201822916666668,1.0,23,1,4
1506,-56.75,-6.561458333333335,-1.0,23,2,0
1507,-56.75,-6.561458333333335,-0.5,23,2,1
1508,-56.75,-6.561458333333335,0.0,23,2,2
1509,-56.75,-6.561458333333335,0.5,23,2,3
1510,-56.75,-6.561458333333335,1.0,23,2,4
1511,-56.75,-4.921093750000001,-1.0,23,3,0
1512,-56.75,-4.921093750000001,-0.5,23,3,1
1513,-56.75,-4.921093750000001,0.0,23,3,2
1514,-56.75,-4.921093750000001,0.5,23,3,3
1515,-56.75,-4.921093750000001,1.0,23,3,4
1516,-56.75,-3.2807291666666676,-1.0,23,4,0
1517,-56.75,-3.2807291666666676,-0.5,23,4,1
1518,-56.75,-3.2807291666666676,0.0,23,4,2
1519,-56.75,-3.2807291666666676,0.5,23,4,3
1520,-56.75,-3.2807291666666676,1.0,23,4,4
1521,-56.75,-1.6403645833333342,-1.0,23,5,0
1522,-56.75,-1.6403645833333342,-0.5,23,5,1
1523,-56.75,-1.6403645833333342,0.0,23,5,2
1524,-56.75,-1.6403645833333342,0.5,23,5,3
1525,-56.75,-1.6403645833333342,1.0,23,5,4
1526,-56.75,0.0,-1.0,23,6,0
1527,-56.75,0.0,-0.5,23,6,1
1528,-56.75,0.0,0.0,23,6,2
1529,-56.75,0.0,0.5,23,6,3
1530,-56.75,0.0,1.0,23,6,4
1531,-56.75,1.640364583333332,-1.0,23,7,0
1532,-56.75,1.640364583333332,-0.5,23,7,1
1533,-56.75,1.640364583333332,0.0,23,7,2
1534,-56.75,1.640364583333332,0.5,23,7,3
1535,-56.75,1.640364583333332,1.0,23,7,4
1536,-56.75,3.2807291666666663,-1.0,23,8,0
1537,-56.75,3.2807291666666663,-0.5,23,8,1
1538,-56.75,3.2807291666666663,0.0,23,8,2
1539,-56.75,3.2807291666666663,0.5,23,8,3
1540,-56.75,3.2807291666666663,1.0,23,8,4
1541,-56.75,4.921093750000001,-1.0,23,9,0
1542,-56.75,4.921093750000001,-0.5,23,9,1
1543,-56.75,4.921093750000001,0.0,23,9,2
1544,-56.75,4.921093750000001,0.5,23,9,3
1545,-56.75,4.921093750000001,1.0,23,9,4
1546,-56.75,6.5614583333333325,-1.0,23,10,0
1547,-56.75,6.5614583333333325,-0.5,23,10,1
1548,-56.75,6.5614583333333325,0.0,23,10,2
1549,-56.75,6.5614583333333325,0.5,23,10,3
1550,-56.75,6.5614583333333325,1.0,23,10,4
1551,-56.75,8.201822916666668,-1.0,23,11,0
1552,-56.75,8.201822916666668,-0.5,23,11,1
1553,-56.75,8.201822916666668,0.0,23,11,2
1554,-56.75,8.201822916666668,0.5,23,11,3
1555,-56.75,8.201822916666668,1.0,23,11,4
1556,-56.75,9.842187500000001,-1.0,23,12,0
1557,-56.75,9.842187500000001,-0.5,23,12,1
1558,-56.75,9.842187500000001,0.0,23,12,2
1559,-56.75,9.842187500000001,0.5,23,12,3
1560,-56.75,9.842187500000001,1.0,23,12,4
1561,-55.0,-9.375,-1.0,24,0,0
1562,-55.0,-9.375,-0.5,24,0,1
1563,-55.0,-9.375,0.0,24,0,2
1564,-55.0,-9.375,0.5,24,0,3
1565,-55.0,-9.375,1.0,24,0,4
1566,-55.0,-7.8125,-1.0,24,1,0
1567,-55.0,-7.8125,-0.5,24,1,1
1568,-55.0,-7.8125,0.0,24,1,2
1569,-55.0,-7.8125,0.5,24,1,3
1570,-55.0,-7.8125,1.0,24,1,4
1571,-55.0,-6.250000000000001,-1.0,24,2,0
1572,-55.0,-6.250000000000001,-0.5,24,2,1
1573,-55.0,-6.250000000000001,0.0,24,2,2
1574,-55.0,-6.250000000000001,0.5,24,2,3
1575,-55.0,-6.250000000000001,1.0,24,2,4
1576,-55.0,-4.6875,-1.0,24,3,0
1577,-55.0,-4.6875,-0.5,24,3,1
1578,-55.0,-4.6875,0.0,24,3,2
1579,-55.0,-4.6875,0.5,24,3,3
1580,-55.0,-4.6875,1.0,24,3,4
1581,-55.0,-3.1250000000000004,-1.0,24,4,0
1582,-55.0,-3.1250000000000004,-0.5,24,4,1
1583,-55.0,-3.1250000000000004,0.0,24,4,2
1584,-55.0,-3.1250000000000004,0.5,24,4,3
1585,-55.0,-3.1250000000000004,1.0,24,4,4
1586,-55.0,-1.5625000000000007,-1.0,24,5,0
1587,-55.0,-1.5625000000000007,-0.5,24,5,1
1588,-55.0,-1.5625000000000007,0.0,24,5,2
1589,-55.0,-1.5625000000000007,0.5,24,5,3
1590,-55.0,-1.5625000000000007,1.0,24,5,4
1591,-55.0,0.0,-1.0,24,6,0
1592,-55.0,0.0,-0.5,24,6,1
1593,-55.0,0.0,0.0,24,6,2
1594,-55.0,0.0,0.5,24,6,3
1595,-55.0,0.0,1.0,24,6,4
1596,-55.0,1.5624999999999987,-1.0,24,7,0
1597,-55.0,1.5624999999999987,-0.5,24,7,1
1598,-55.0,1.5624999999999987,0.0,24,7,2
1599,-55.0,1.5624999999999987,0.5,24,7,3
1600,-55.0,1.5624999999999987,1.0,24,7,4
1601,-55.0,3.124999999999999,-1.0,24,8,0
1602,-55.0,3.124999999999999,-0.5,24,8,1
1603,-55.0,3.124999999999999,0.0,24,8,2
1604,-55.0,3.124999999999999,0.5,24,8,3
1605,-55.0,3.124999999999999,1.0,24,8,4
1606,-55.0,4.6875,-1.0,24,9,0
1607,-55.0,4.6875,-0.5,24,9,1
1608,-55.0,4.6875,0.0,24,9,2
1609,-55.0,4.6875,0.5,24,9,3
1610,-55.0,4.6875,1.0,24,9,4
1611,-55.0,6.249999999999998,-1.0,24,10,0
1612,-55.0,6.249999999999998,-0.5,24,10,1
1613,-55.0,6.249999999999998,0.0,24,10,2
1614,-55.0,6.249999999999998,0.5,24,10,3
1615,-55.0,6.249999999999998,1.0,24,10,4
1616,-55.0,7.812499999999999,-1.0,24,11,0
1617,-55.0,7.812499999999999,-0.5,24,11,1
1618,-55.0,7.812499999999999,0.0,24,11,2
1619,-55.0,7.812499999999999,0.5,24,11,3
1620,-55.0,7.812499999999999,1.0,24,11,4
1621,-55.0,9.375,-1.0,24,12,0
1622,-55.0,9.375,-0.5,24,12,1
1623,-55.0,9.375,0.0,24,12,2
1624,-55.0,9.375,0.5,24,12,3
1625,-55.0,9.375,1.0,24,12,4
1626,-53.25,-8.9078125,-1.0,25,0,0
1627,-53.25,-8.9078125,-0.5,25,0,1
1628,-53.25,-8.9078125,0.0,25,0,2
1629,-53.25,-8.9078125,0.5,25,0,3
1630,-53.25,-8.9078125,1.0,25,0,4
1631,-53.25,-7.423177083333334,-1.0,25,1,0
1632,-53.25,-7.423177083333334,-0.5,25,1,1
1633,-53.25,-7.423177083333334,0.0,25,1,2
1634,-53.25,-7.423177083333334,0.5,25,1,3
1635,-53.25,-7.423177083333334,1.0,25,1,4
1636,-53.25,-5.9385416666666675,-1.0,25,2,0
1637,-53.25,-5.9385416666666675,-0.5,25,2,1
1638,-53.25,-5.9385416666666675,0.0,25,2,2
1639,-53.25,-5.9385416666666675,0.5,25,2,3
1640,-53.25,-5.9385416666666675,1.0,25,2,4
1641,-53.25,-4.45390625,-1.0,25,3,0
1642,-53.25,-4.45390625,-0.5,25,3,1
1643,-53.25,-4.45390625,0.0,25,3,2
1644,-53.25,-4.45390625,0.5,25,3,3
1645,-53.25,-4.45390625,1.0,25,3,4
1646,-53.25,-2.9692708333333337,-1.0,25,4,0
1647,-53.25,-2.9692708333333337,-0.5,25,4,1
1648,-53.25,-2.9692708333333337,0.0,25,4,2
1649,-53.25,-2.9692708333333337,0.5,25,4,3
1650,-53.25,-2.9692708333333337,1.0,25,4,4
1651,-53.25,-1.4846354166666673,-1.0,25,5,0
1652,-53.25,-1.4846354166666673,-0.5,25,5,1
1653,-53.25,-1.4846354166666673,0.0,25,5,2
1654,-53.25,-1.4846354166666673,0.5,25,5,3
1655,-53.25,-1.4846354166666673,1.0,25,5,4
1656,-53.25,0.0,-1.0,25,6,0
1657,-53.25,0.0,-0.5,25,6,1
1658,-53.25,0.0,0.0,25,6,2
1659,-53.25,0.0,0.5,25,6,3
1660,-53.25,0.0,1.0,25,6,4
1661,-53.25,1.4846354166666653,-1.0,25,7,0
1662,-53.25,1.4846354166666653,-0.5,25,7,1
1663,-53.25,1.4846354166666653,0.0,25,7,2
1664,-53.25,1.4846354166666653,0.5,25,7,3
1665,-53.25,1.4846354166666653,1.0,25,7,4
1666,-53.25,2.969270833333333,-1.0,25,8,0
1667,-53.25,2.969270833333333,-0.5,25,8,1
1668,-53.25,2.969270833333333,0.0,25,8,2
1669,-53.25,2.969270833333333,0.5,25,8,3
1670,-53.25,2.969270833333333,1.0,25,8,4
1671,-53.25,4.45390625,-1.0,25,9,0
1672,-53.25,4.45390625,-0.5,25,9,1
1673,-53.25,4.45390625,0.0,25,9,2
1674,-53.25,4.45390625,0.5,25,9,3
1675,-53.25,4.45390625,1.0,25,9,4
1676,-53.25,5.938541666666666,-1.0,25,10,0
1677,-53.25,5.938541666666666,-0.5,25,10,1
1678,-53.25,5.938541666666666,0.0,25,10,2
1679,-53.25,5.938541666666666,0.5,25,10,3
1680,-53.25,5.938541666666666,1.0,25,10,4
1681,-53.25,7.423177083333333,-1.0,25,11,0
1682,-53.25,7.423177083333333,-0.5,25,11,1
1683,-53.25,7.423177083333333,0.0,25,11,2
1684,-53.25,7.423177083333333,0.5,25,11,3
1685,-53.25,7.423177083333333,1.0,25,11,4
1686,-53.25,8.9078125,-1.0,25,12,0
1687,-53.25,8.9078125,-0.5,25,12,1
1688,-53.25,8.9078125,0.0,25,12,2
1689,-53.25,8.9078125,0.5,25,12,3
1690,-53.25,8.9078125,1.0,25,12,4
1691,-51.5,-8.450000000000001,-1.0,26,0,0
1692,-51.5,-8.450000000000001,-0.5,26,0,1
1693,-51.5,-8.450000000000001,0.0,26,0,2
1694,-51.5,-8.450000000000001,0.5,26,0,3
1695,-51.5,-8.450000000000001,1.0,26,0,4
1696,-51.5,-7.041666666666668,-1.0,26,1,0
1697,-51.5,-7.041666666666668,-0.5,26,1,1
1698,-51.5,-7.041666666666668,0.0,26,1,2
1699,-51.5,-7.041666666666668,0.5,26,1,3
1700,-51.5,-7.041666666666668,1.0,26,1,4
1701,-51.5,-5.633333333333335,-1.0,26,2,0
1702,-51.5,-5.633333333333335,-0.5,26,2,1
1703,-51.5,-5.633333333333335,0.0,26,2,2
1704,-51.5,-5.633333333333335,0.5,26,2,3
1705,-51.5,-5.633333333333335,1.0,26,2,4
1706,-51.5,-4.2250000000000005,-1.0,26,3,0
1707,-51.5,-4.2250000000000005,-0.5,26,3,1
1708,-51.5,-4.2250000000000005,0.0,26,3,2
1709,-51.5,-4.2250000000000005,0.5,26,3,3
1710,-51.5,-4.2250000000000005,1.0,26,3,4
1711,-51.5,-2.8166666666666673,-1.0,26,4,0
1712,-51.5,-2.8166666666666673,-0.5,26,4,1
1713,-51.5,-2.8166666666666673,0.0,26,4,2
1714,-51.5,-2.8166666666666673,0.5,26,4,3
1715,-51.5,-2.8166666666666673,1.0,26,4,4
1716,-51.5,-1.408333333333334,-1.0,26,5,0
1717,-51.5,-1.408333333333334,-0.5,26,5,1
1718,-51.5,-1.408333333333334,0.0,26,5,2
1719,-51.5,-1.408333333333334,0.5,26,5,3
1720,-51.5,-1.408333333333334,1.0,26,5,4
1721,-51.5,0.0,-1.0,26,6,0
1722,-51.5,0.0,-0.5,26,6,1
1723,-51.5,0.0,0.0,26,6,2
1724,-51.5,0.0,0.5,26,6,3
1725,-51.5,0.0,1.0,26,6,4
1726,-51.5,1.4083333333333323,-1.0,26,7,0
1727,-51.5,1.4083333333333323,-0.5,26,7,1
1728,-51.5,1.4083333333333323,0.0,26,7,2
1729,-51.5,1.4083333333333323,0.5,26,7,3
1730,-51.5,1.4083333333333323,1.0,26,7,4
1731,-51.5,2.8166666666666664,-1.0,26,8,0
1732,-51.5,2.8166666666666664,-0.5,26,8,1
1733,-51.5,2.8166666666666664,0.0,26,8,2
1734,-51.5,2.8166666666666664,0.5,26,8,3
1735,-51.5,2.8166666666666664,1.0,26,8,4
1736,-51.5,4.2250000000000005,-1.0,26,9,0
1737,-51.5,4.2250000000000005,-0.5,26,9,1
1738,-51.5,4.2250000000000005,0.0,26,9,2
1739,-51.5,4.2250000000000005,0.5,26,9,3
1740,-51.5,4.2250000000000005,1.0,26,9,4
1741,-51.5,5.633333333333333,-1.0,26,10,0
1742,-51.5,5.633333333333333,-0.5,26,10,1
1743,-51.5,5.633333333333333,0.0,26,10,2
1744,-51.5,5.633333333333333,0.5,26,10,3
1745,-51.5,5.633333333333333,1.0,26,10,4
1746,-51.5,7.041666666666667,-1.0,26,11,0
1747,-51.5,7.041666666666667,-0.5,26,11,1
1748,-51.5,7.041666666666667,0.0,26,11,2
1749,-51.5,7.041666666666667,0.5,26,11,3
1750,-51.5,7.041666666666667,1.0,26,11,4
1751,-51.5,8.450000000000001,-1.0,26,12,0
1752,-51.5,8.450000000000001,-0.5,26,12,1
1753,-51.5,8.450000000000001,0.0,26,12,2
1754,-51.5,8.450000000000001,0.5,26,12,3
1755,-51.5,8.450000000000001,1.0,26,12,4
1756,-49.75,-8.010937499999999,-1.0,27,0,0
1757,-49.75,-8.010937499999999,-0.5,27,0,1
1758,-49.75,-8.010937499999999,0.0,27,0,2
1759,-49.75,-8.010937499999999,0.5,27,0,3
1760,-49.75,-8.010937499999999,1.0,27,0,4
1761,-49.75,-6.675781249999999,-1.0,27,1,0
1762,-49.75,-6.675781249999999,-0.5,27,1,1
1763,-49.75,-6.675781249999999,0.0,27,1,2
1764,-49.75,-6.675781249999999,0.5,27,1,3
1765,-49.75,-6.675781249999999,1.0,27,1,4
1766,-49.75,-5.340625,-1.0,27,2,0
1767,-49.75,-5.340625,-0.5,27,2,1
1768,-49.75,-5.340625,0.0,27,2,2
1769,-49.75,-5.340625,0.5,27,2,3
1770,-49.75,-5.340625,1.0,27,2,4
1771,-49.75,-4.0054687499999995,-1.0,27,3,0
1772,-49.75,-4.0054687499999995,-0.5,27,3,1
1773,-49.75,-4.0054687499999995,0.0,27,3,2
1774,-49.75,-4.0054687499999995,0.5,27,3,3
1775,-49.75,-4.0054687499999995,1.0,27,3,4
1776,-49.75,-2.6703125,-1.0,27,4,0
1777,-49.75,-2.6703125,-0.5,27,4,1
1778,-49.75,-2.6703125,0.0,27,4,2
1779,-49.75,-2.6703125,0.5,27,4,3
1780,-49.75,-2.6703125,1.0,27,4,4
1781,-49.75,-1.3351562500000005,-1.0,27,5,0
1782,-49.75,-1.3351562500000005,-0.5,27,5,1
1783,-49.75,-1.3351562500000005,0.0,27,5,2
1784,-49.75,-1.3351562500000005,0.5,27,5,3
1785,-49.75,-1.3351562500000005,1.0,27,5,4
1786,-49.75,0.0,-1.0,27,6,0
1787,-49.75,0.0,-0.5,27,6,1
1788,-49.75,0.0,0.0,27,6,2
1789,-49.75,0.0,0.5,27,6,3
1790,-49.75,0.0,1.0,27,6,4
1791,-49.75,1.3351562499999987,-1.0,27,7,0
1792,-49.75,1.3351562499999987,-0.5,27,7,1
1793,-49.75,1.3351562499999987,0.0,27,7,2
1794,-49.75,1.3351562499999987,0.5,27,7,3
1795,-49.75,1.3351562499999987,1.0,27,7,4
1796,-49.75,2.670312499999999,-1.0,27,8,0
1797,-49.75,2.670312499999999,-0.5,27,8,1
1798,-49.75,2.670312499999999,0.0,27,8,2
1799,-49.75,2.670312499999999,0.5,27,8,3
1800,-49.75,2.670312499999999,1.0,27,8,4
1801,-49.75,4.0054687499999995,-1.0,27,9,0
1802,-49.75,4.0054687499999995,-0.5,27,9,1
1803,-49.75,4.0054687499999995,0.0,27,9,2
1804,-49.75,4.0054687499999995,0.5,27,9,3
1805,-49.75,4.0054687499999995,1.0,27,9,4
1806,-49.75,5.340624999999998,-1.0,27,10,0
1807,-49.75,5.340624999999998,-0.5,27,10,1
1808,-49.75,5.340624999999998,0.0,27,10,2
1809,-49.75,5.340624999999998,0.5,27,10,3
1810,-49.75,5.340624999999998,1.0,27,10,4
1811,-49.75,6.675781249999998,-1.0,27,11,0
1812,-49.75,6.675781249999998,-0.5,27,11,1
1813,-49.75,6.675781249999998,0.0,27,11,2
1814,-49.75,6.675781249999998,0.5,27,11,3
1815,-49.75,6.675781249999998,1.0,27,11,4
1816,-49.75,8.010937499999999,-1.0,27,12,0
1817,-49.75,8.010937499999999,-0.5,27,12,1
1818,-49.75,8.010937499999999,0.0,27,12,2
1819,-49.75,8.010937499999999,0.5,27,12,3
1820,-49.75,8.010937499999999,1.0,27,12,4
1821,-48.0,-7.6,-1.0,28,0,0
1822,-48.0,-7.6,-0.5,28,0,1
1823,-48.0,-7.6,0.0,28,0,2
1824,-48.0,-7.6,0.5,28,0,3
1825,-48.0,-7.6,1.0,28,0,4
1826,-48.0,-6.333333333333333,-1.0,28,1,0
1827,-48.0,-6.333333333333333,-0.5,28,1,1
1828,-48.0,-6.333333333333333,0.0,28,1,2
1829,-48.0,-6.333333333333333,0.5,28,1,3
1830,-48.0,-6.333333333333333,1.0,28,1,4
1831,-48.0,-5.066666666666667,-1.0,28,2,0
1832,-48.0,-5.066666666666667,-0.5,28,2,1
1833,-48.0,-5.066666666666667,0.0,28,2,2
1834,-48.0,-5.066666666666667,0.5,28,2,3
1835,-48.0,-5.066666666666667,1.0,28,2,4
1836,-48.0,-3.8,-1.0,28,3,0
1837,-48.0,-3.8,-0.5,28,3,1
1838,-48.0,-3.8,0.0,28,3,2
1839,-48.0,-3.8,0.5,28,3,3
1840,-48.0,-3.8,1.0,28,3,4
1841,-48.0,-2.5333333333333337,-1.0,28,4,0
1842,-48.0,-2.5333333333333337,-0.5,28,4,1
1843,-48.0,-2.5333333333333337,0.0,28,4,2
1844,-48.0,-2.5333333333333337,0.5,28,4,3
1845,-48.0,-2.5333333333333337,1.0,28,4,4
1846,-48.0,-1.2666666666666673,-1.0,28,5,0
1847,-48.0,-1.2666666666666673,-0.5,28,5,1
1848,-48.0,-1.2666666666666673,0.0,28,5,2
1849,-48.0,-1.2666666666666673,0.5,28,5,3
1850,-48.0,-1.2666666666666673,1.0,28,5,4
1851,-48.0,0.0,-1.0,28,6,0
1852,-48.0,0.0,-0.5,28,6,1
1853,-48.0,0.0,0.0,28,6,2
1854,-48.0,0.0,0.5,28,6,3
1855,-48.0,0.0,1.0,28,6,4
1856,-48.0,1.2666666666666655,-1.0,28,7,0
1857,-48.0,1.2666666666666655,-0.5,28,7,1
1858,-48.0,1.2666666666666655,0.0,28,7,2
1859,-48.0,1.2666666666666655,0.5,28,7,3
1860,-48.0,1.2666666666666655,1.0,28,7,4
1861,-48.0,2.5333333333333328,-1.0,28,8,0
1862,-48.0,2.5333333333333328,-0.5,28,8,1
1863,-48.0,2.5333333333333328,0.0,28,8,2
1864,-48.0,2.5333333333333328,0.5,28,8,3
1865,-48.0,2.5333333333333328,1.0,28,8,4
1866,-48.0,3.8,-1.0,28,9,0
1867,-48.0,3.8,-0.5,28,9,1
1868,-48.0,3.8,0.0,28,9,2
1869,-48.0,3.8,0.5,28,9,3
1870,-48.0,3.8,1.0,28,9,4
1871,-48.0,5.0666666666666655,-1.0,28,10,0
1872,-48.0,5.0666666666666655,-0.5,28,10,1
1873,-48.0,5.0666666666666655,0.0,28,10,2
1874,-48.0,5.0666666666666655,0.5,28,10,3
1875,-48.0,5.0666666666666655,1.0,28,10,4
1876,-48.0,6.333333333333332,-1.0,28,11,0
1877,-48.0,6.333333333333332,-0.5,28,11,1
1878,-48.0,6.333333333333332,0.0,28,11,2
1879,-48.0,6.333333333333332,0.5,28,11,3
1880,-48.0,6.333333333333332,1.0,28,11,4
1881,-48.0,7.6,-1.0,28,12,0
1882,-48.0,7.6,-0.5,28,12,1
1883,-48.0,7.6,0.0,28,12,2
1884,-48.0,7.6,0.5,28,12,3
1885,-48.0,7.6,1.0,28,12,4
1886,-46.25,-7.2265625,-1.0,29,0,0
1887,-46.25,-7.2265625,-0.5,29,0,1
1888,-46.25,-7.2265625,0.0,29,0,2
1889,-46.25,-7.2265625,0.5,29,0,3
1890,-46.25,-7.2265625,1.0,29,0,4
1891,-46.25,-6.022135416666667,-1.0,29,1,0
1892,-46.25,-6.022135416666667,-0.5,29,1,1
1893,-46.25,-6.022135416666667,0.0,29,1,2
1894,-46.25,-6.022135416666667,0.5,29,1,3
1895,-46.25,-6.022135416666667,1.0,29,1,4
1896,-46.25,-4.817708333333334,-1.0,29,2,0
1897,-46.25,-4.817708333333334,-0.5,29,2,1
1898,-46.25,-4.817708333333334,0.0,29,2,2
1899,-46.25,-4.817708333333334,0.5,29,2,3
1900,-46.25,-4.817708333333334,1.0,29,2,4
1901,-46.25,-3.61328125,-1.0,29,3,0
1902,-46.25,-3.61328125,-0.5,29,3,1
1903,-46.25,-3.61328125,0.0,29,3,2
1904,-46.25,-3.61328125,0.5,29,3,3
1905,-46.25,-3.61328125,1.0,29,3,4
1906,-46.25,-2.408854166666667,-1.0,29,4,0
1907,-46.25,-2.408854166666667,-0.5,29,4,1
1908,-46.25,-2.408854166666667,0.0,29,4,2
1909,-46.25,-2.408854166666667,0.5,29,4,3
1910,-46.25,-2.408854166666667,1.0,29,4,4
1911,-46.25,-1.204427083333334,-1.0,29,5,0
1912,-46.25,-1.204427083333334,-0.5,29,5,1
1913,-46.25,-1.204427083333334,0.0,29,5,2
1914,-46.25,-1.204427083333334,0.5,29,5,3
1915,-46.25,-1.204427083333334,1.0,29,5,4
1916,-46.25,0.0,-1.0,29,6,0
1917,-46.25,0.0,-0.5,29,6,1
1918,-46.25,0.0,0.0,29,6,2
1919,-46.25,0.0,0.5,29,6,3
1920,-46.25,0.0,1.0,29,6,4
1921,-46.25,1.2044270833333324,-1.0,29,7,0
1922,-46.25,1.2044270833333324,-0.5,29,7,1
1923,-46.25,1.2044270833333324,0.0,29,7,2
1924,-46.25,1.2044270833333324,0.5,29,7,3
1925,-46.25,1.2044270833333324,1.0,29,7,4
1926,-46.25,2.408854166666666,-1.0,29,8,0
1927,-46.25,2.408854166666666,-0.5,29,8,1
1928,-46.25,2.408854166666666,0.0,29,8,2
1929,-46.25,2.408854166666666,0.5,29,8,3
1930,-46.25,2.408854166666666,1.0,29,8,4
1931,-46.25,3.61328125,-1.0,29,9,0
1932,-46.25,3.61328125,-0.5,29,9,1
1933,-46.25,3.61328125,0.0,29,9,2
1934,-46.25,3.61328125,0.5,29,9,3
1935,-46.25,3.61328125,1.0,29,9,4
1936,-46.25,4.817708333333332,-1.0,29,10,0
1937,-46.25,4.817708333333332,-0.5,29,10,1
1938,-46.25,4.817708333333332,0.0,29,10,2
1939,-46.25,4.817708333333332,0.5,29,10,3
1940,-46.25,4.817708333333332,1.0,29,10,4
1941,-46.25,6.022135416666666,-1.0,29,11,0
1942,-46.25,6.022135416666666,-0.5,29,11,1
1943,-46.25,6.022135416666666,0.0,29,11,2
1944,-46.25,6.022135416666666,0.5,29,11,3
1945,-46.25,6.022135416666666,1.0,29,11,4
1946,-46.25,7.2265625,-1.0,29,12,0
1947,-46.25,7.2265625,-0.5,29,12,1
1948,-46.25,7.2265625,0.0,29,12,2
1949,-46.25,7.2265625,0.5,29,12,3
1950,-46.25,7.2265625,1.0,29,12,4
1951,-44.5,-6.9,-1.0,30,0,0
1952,-44.5,-6.9,-0.5,30,0,1
1953,-44.5,-6.9,0.0,30,0,2
1954,-44.5,-6.9,0.5,30,0,3
1955,-44.5,-6.9,1.0,30,0,4
1956,-44.5,-5.750000000000001,-1.0,30,1,0
1957,-44.5,-5.750000000000001,-0.5,30,1,1
1958,-44.5,-5.750000000000001,0.0,30,1,2
1959,-44.5,-5.750000000000001,0.5,30,1,3
1960,-44.5,-5.750000000000001,1.0,30,1,4
1961,-44.5,-4.6000000000000005,-1.0,30,2,0
1962,-44.5,-4.6000000000000005,-0.5,30,2,1
1963,-44.5,-4.6000000000000005,0.0,30,2,2
1964,-44.5,-4.6000000000000005,0.5,30,2,3
1965,-44.5,-4.6000000000000005,1.0,30,2,4
1966,-44.5,-3.45,-1.0,30,3,0
1967,-44.5,-3.45,-0.5,30,3,1
1968,-44.5,-3.45,0.0,30,3,2
1969,-44.5,-3.45,0.5,30,3,3
1970,-44.5,-3.45,1.0,30,3,4
1971,-44.5,-2.3000000000000003,-1.0,30,4,0
1972,-44.5,-2.3000000000000003,-0.5,30,4,1
1973,-44.5,-2.3000000000000003,0.0,30,4,2
1974,-44.5,-2.3000000000000003,0.5,30,4,3
1975,-44.5,-2.3000000000000003,1.0,30,4,4
1976,-44.5,-1.1500000000000006,-1.0,30,5,0
1977,-44.5,-1.1500000000000006,-0.5,30,5,1
1978,-44.5,-1.1500000000000006,0.0,30,5,2
1979,-44.5,-1.1500000000000006,0.5,30,5,3
1980,-44.5,-1.1500000000000006,1.0,30,5,4
1981,-44.5,0.0,-1.0,30,6,0
1982,-44.5,0.0,-0.5,30,6,1
1983,-44.5,0.0,0.0,30,6,2
1984,-44.5,0.0,0.5,30,6,3
1985,-44.5,0.0,1.0,30,6,4
1986,-44.5,1.149999999999999,-1.0,30,7,0
1987,-44.5,1.149999999999999,-0.5,30,7,1
1988,-44.5,1.149999999999999,0.0,30,7,2
1989,-44.5,1.149999999999999,0.5,30,7,3
1990,-44.5,1.149999999999999,1.0,30,7,4
1991,-44.5,2.3,-1.0,30,8,0
1992,-44.5,2.3,-0.5,30,8,1
