nid,x_mm,y_mm,z_mm,ix,iy,iz
5726,62.0,-9.291666666666666,-1.0,88,1,0
5727,62.0,-9.291666666666666,-0.5,88,1,1
5728,62.0,-9.291666666666666,0.0,88,1,2
5729,62.0,-9.291666666666666,0.5,88,1,3
5730,62.0,-9.291666666666666,1.0,88,1,4
5731,62.0,-7.433333333333334,-1.0,88,2,0
5732,62.0,-7.433333333333334,-0.5,88,2,1
5733,62.0,-7.433333333333334,0.0,88,2,2
5734,62.0,-7.433333333333334,0.5,88,2,3
5735,62.0,-7.433333333333334,1.0,88,2,4
5736,62.0,-5.574999999999999,-1.0,88,3,0
5737,62.0,-5.574999999999999,-0.5,88,3,1
5738,62.0,-5.574999999999999,0.0,88,3,2
5739,62.0,-5.574999999999999,0.5,88,3,3
5740,62.0,-5.574999999999999,1.0,88,3,4
5741,62.0,-3.716666666666667,-1.0,88,4,0
5742,62.0,-3.716666666666667,-0.5,88,4,1
5743,62.0,-3.716666666666667,0.0,88,4,2
5744,62.0,-3.716666666666667,0.5,88,4,3
5745,62.0,-3.716666666666667,1.0,88,4,4
5746,62.0,-1.8583333333333338,-1.0,88,5,0
5747,62.0,-1.8583333333333338,-0.5,88,5,1
5748,62.0,-1.8583333333333338,0.0,88,5,2
5749,62.0,-1.8583333333333338,0.5,88,5,3
5750,62.0,-1.8583333333333338,1.0,88,5,4
5751,62.0,0.0,-1.0,88,6,0
5752,62.0,0.0,-0.5,88,6,1
5753,62.0,0.0,0.0,88,6,2
5754,62.0,0.0,0.5,88,6,3
5755,62.0,0.0,1.0,88,6,4
5756,62.0,1.8583333333333314,-1.0,88,7,0
5757,62.0,1.8583333333333314,-0.5,88,7,1
5758,62.0,1.8583333333333314,0.0,88,7,2
5759,62.0,1.8583333333333314,0.5,88,7,3
5760,62.0,1.8583333333333314,1.0,88,7,4
5761,62.0,3.7166666666666655,-1.0,88,8,0
5762,62.0,3.7166666666666655,-0.5,88,8,1
5763,62.0,3.7166666666666655,0.0,88,8,2
5764,62.0,3.7166666666666655,0.5,88,8,3
5765,62.0,3.7166666666666655,1.0,88,8,4
5766,62.0,5.574999999999999,-1.0,88,9,0
5767,62.0,5.574999999999999,-0.5,88,9,1
5768,62.0,5.574999999999999,0.0,88,9,2
5769,62.0,5.574999999999999,0.5,88,9,3
5770,62.0,5.574999999999999,1.0,88,9,4
5771,62.0,7.433333333333331,-1.0,88,10,0
5772,62.0,7.433333333333331,-0.5,88,10,1
5773,62.0,7.433333333333331,0.0,88,10,2
5774,62.0,7.433333333333331,0.5,88,10,3
5775,62.0,7.433333333333331,1.0,88,10,4
5776,62.0,9.291666666666664,-1.0,88,11,0
5777,62.0,9.291666666666664,-0.5,88,11,1
5778,62.0,9.291666666666664,0.0,88,11,2
5779,62.0,9.291666666666664,0.5,88,11,3
5780,62.0,9.291666666666664,1.0,88,11,4
5781,62.0,11.149999999999999,-1.0,88,12,0
5782,62.0,11.149999999999999,-0.5,88,12,1
5783,62.0,11.149999999999999,0.0,88,12,2
5784,62.0,11.149999999999999,0.5,88,12,3
5785,62.0,11.149999999999999,1.0,88,12,4
5786,63.75,-11.5234375,-1.0,89,0,0
5787,63.75,-11.5234375,-0.5,89,0,1
5788,63.75,-11.5234375,0.0,89,0,2
5789,63.75,-11.5234375,0.5,89,0,3
5790,63.75,-11.5234375,1.0,89,0,4
5791,63.75,-9.602864583333334,-1.0,89,1,0
5792,63.75,-9.602864583333334,-0.5,89,1,1
5793,63.75,-9.602864583333334,0.0,89,1,2
5794,63.75,-9.602864583333334,0.5,89,1,3
5795,63.75,-9.602864583333334,1.0,89,1,4
5796,63.75,-7.682291666666668,-1.0,89,2,0
5797,63.75,-7.682291666666668,-0.5,89,2,1
5798,63.75,-7.682291666666668,0.0,89,2,2
5799,63.75,-7.682291666666668,0.5,89,2,3
5800,63.75,-7.682291666666668,1.0,89,2,4
5801,63.75,-5.76171875,-1.0,89,3,0
5802,63.75,-5.76171875,-0.5,89,3,1
5803,63.75,-5.76171875,0.0,89,3,2
5804,63.75,-5.76171875,0.5,89,3,3
5805,63.75,-5.76171875,1.0,89,3,4
5806,63.75,-3.841145833333334,-1.0,89,4,0
5807,63.75,-3.841145833333334,-0.5,89,4,1
5808,63.75,-3.841145833333334,0.0,89,4,2
5809,63.75,-3.841145833333334,0.5,89,4,3
5810,63.75,-3.841145833333334,1.0,89,4,4
5811,63.75,-1.9205729166666676,-1.0,89,5,0
5812,63.75,-1.9205729166666676,-0.5,89,5,1
5813,63.75,-1.9205729166666676,0.0,89,5,2
5814,63.75,-1.9205729166666676,0.5,89,5,3
5815,63.75,-1.9205729166666676,1.0,89,5,4
5816,63.75,0.0,-1.0,89,6,0
5817,63.75,0.0,-0.5,89,6,1
5818,63.75,0.0,0.0,89,6,2
5819,63.75,0.0,0.5,89,6,3
5820,63.75,0.0,1.0,89,6,4
5821,63.75,1.920572916666665,-1.0,89,7,0
5822,63.75,1.920572916666665,-0.5,89,7,1
5823,63.75,1.920572916666665,0.0,89,7,2
5824,63.75,1.920572916666665,0.5,89,7,3
5825,63.75,1.920572916666665,1.0,89,7,4
5826,63.75,3.8411458333333326,-1.0,89,8,0
5827,63.75,3.8411458333333326,-0.5,89,8,1
5828,63.75,3.8411458333333326,0.0,89,8,2
5829,63.75,3.8411458333333326,0.5,89,8,3
5830,63.75,3.8411458333333326,1.0,89,8,4
5831,63.75,5.76171875,-1.0,89,9,0
5832,63.75,5.76171875,-0.5,89,9,1
5833,63.75,5.76171875,0.0,89,9,2
5834,63.75,5.76171875,0.5,89,9,3
5835,63.75,5.76171875,1.0,89,9,4
5836,63.75,7.682291666666665,-1.0,89,10,0
5837,63.75,7.682291666666665,-0.5,89,10,1
5838,63.75,7.682291666666665,0.0,89,10,2
5839,63.75,7.682291666666665,0.5,89,10,3
5840,63.75,7.682291666666665,1.0,89,10,4
5841,63.75,9.602864583333332,-1.0,89,11,0
5842,63.75,9.602864583333332,-0.5,89,11,1
5843,63.75,9.602864583333332,0.0,89,11,2
5844,63.75,9.602864583333332,0.5,89,11,3
5845,63.75,9.602864583333332,1.0,89,11,4
5846,63.75,11.5234375,-1.0,89,12,0
5847,63.75,11.5234375,-0.5,89,12,1
5848,63.75,11.5234375,0.0,89,12,2
5849,63.75,11.5234375,0.5,89,12,3
5850,63.75,11.5234375,1.0,89,12,4
5851,65.5,-11.850000000000001,-1.0,90,0,0
5852,65.5,-11.850000000000001,-0.5,90,0,1
5853,65.5,-11.850000000000001,0.0,90,0,2
5854,65.5,-11.850000000000001,0.5,90,0,3
5855,65.5,-11.850000000000001,1.0,90,0,4
5856,65.5,-9.875000000000002,-1.0,90,1,0
5857,65.5,-9.875000000000002,-0.5,90,1,1
5858,65.5,-9.875000000000002,0.0,90,1,2
5859,65.5,-9.875000000000002,0.5,90,1,3
5860,65.5,-9.875000000000002,1.0,90,1,4
5861,65.5,-7.900000000000002,-1.0,90,2,0
5862,65.5,-7.900000000000002,-0.5,90,2,1
5863,65.5,-7.900000000000002,0.0,90,2,2
5864,65.5,-7.900000000000002,0.5,90,2,3
5865,65.5,-7.900000000000002,1.0,90,2,4
5866,65.5,-5.925000000000001,-1.0,90,3,0
5867,65.5,-5.925000000000001,-0.5,90,3,1
5868,65.5,-5.925000000000001,0.0,90,3,2
5869,65.5,-5.925000000000001,0.5,90,3,3
5870,65.5,-5.925000000000001,1.0,90,3,4
5871,65.5,-3.950000000000001,-1.0,90,4,0
5872,65.5,-3.950000000000001,-0.5,90,4,1
5873,65.5,-3.950000000000001,0.0,90,4,2
5874,65.5,-3.950000000000001,0.5,90,4,3
5875,65.5,-3.950000000000001,1.0,90,4,4
5876,65.5,-1.9750000000000012,-1.0,90,5,0
5877,65.5,-1.9750000000000012,-0.5,90,5,1
5878,65.5,-1.9750000000000012,0.0,90,5,2
5879,65.5,-1.9750000000000012,0.5,90,5,3
5880,65.5,-1.9750000000000012,1.0,90,5,4
5881,65.5,0.0,-1.0,90,6,0
5882,65.5,0.0,-0.5,90,6,1
5883,65.5,0.0,0.0,90,6,2
5884,65.5,0.0,0.5,90,6,3
5885,65.5,0.0,1.0,90,6,4
5886,65.5,1.9749999999999985,-1.0,90,7,0
5887,65.5,1.9749999999999985,-0.5,90,7,1
5888,65.5,1.9749999999999985,0.0,90,7,2
5889,65.5,1.9749999999999985,0.5,90,7,3
5890,65.5,1.9749999999999985,1.0,90,7,4
5891,65.5,3.9499999999999997,-1.0,90,8,0
5892,65.5,3.9499999999999997,-0.5,90,8,1
5893,65.5,3.9499999999999997,0.0,90,8,2
5894,65.5,3.9499999999999997,0.5,90,8,3
5895,65.5,3.9499999999999997,1.0,90,8,4
5896,65.5,5.925000000000001,-1.0,90,9,0
5897,65.5,5.925000000000001,-0.5,90,9,1
5898,65.5,5.925000000000001,0.0,90,9,2
5899,65.5,5.925000000000001,0.5,90,9,3
5900,65.5,5.925000000000001,1.0,90,9,4
5901,65.5,7.8999999999999995,-1.0,90,10,0
5902,65.5,7.8999999999999995,-0.5,90,10,1
5903,65.5,7.8999999999999995,0.0,90,10,2
5904,65.5,7.8999999999999995,0.5,90,10,3
5905,65.5,7.8999999999999995,1.0,90,10,4
5906,65.5,9.875,-1.0,90,11,0
5907,65.5,9.875,-0.5,90,11,1
5908,65.5,9.875,0.0,90,11,2
5909,65.5,9.875,0.5,90,11,3
5910,65.5,9.875,1.0,90,11,4
5911,65.5,11.850000000000001,-1.0,90,12,0
5912,65.5,11.850000000000001,-0.5,90,12,1
5913,65.5,11.850000000000001,0.0,90,12,2
5914,65.5,11.850000000000001,0.5,90,12,3
5915,65.5,11.850000000000001,1.0,90,12,4
5916,67.25,-12.1203125,-1.0,91,0,0
5917,67.25,-12.1203125,-0.5,91,0,1
5918,67.25,-12.1203125,0.0,91,0,2
5919,67.25,-12.1203125,0.5,91,0,3
5920,67.25,-12.1203125,1.0,91,0,4
5921,67.25,-10.100260416666668,-1.0,91,1,0
5922,67.25,-10.100260416666668,-0.5,91,1,1
5923,67.25,-10.100260416666668,0.0,91,1,2
5924,67.25,-10.100260416666668,0.5,91,1,3
5925,67.25,-10.100260416666668,1.0,91,1,4
5926,67.25,-8.080208333333335,-1.0,91,2,0
5927,67.25,-8.080208333333335,-0.5,91,2,1
5928,67.25,-8.080208333333335,0.0,91,2,2
5929,67.25,-8.080208333333335,0.5,91,2,3
5930,67.25,-8.080208333333335,1.0,91,2,4
5931,67.25,-6.06015625,-1.0,91,3,0
5932,67.25,-6.06015625,-0.5,91,3,1
5933,67.25,-6.06015625,0.0,91,3,2
5934,67.25,-6.06015625,0.5,91,3,3
5935,67.25,-6.06015625,1.0,91,3,4
5936,67.25,-4.0401041666666675,-1.0,91,4,0
5937,67.25,-4.0401041666666675,-0.5,91,4,1
5938,67.25,-4.0401041666666675,0.0,91,4,2
5939,67.25,-4.0401041666666675,0.5,91,4,3
5940,67.25,-4.0401041666666675,1.0,91,4,4
5941,67.25,-2.020052083333334,-1.0,91,5,0
5942,67.25,-2.020052083333334,-0.5,91,5,1
5943,67.25,-2.020052083333334,0.0,91,5,2
5944,67.25,-2.020052083333334,0.5,91,5,3
5945,67.25,-2.020052083333334,1.0,91,5,4
5946,67.25,0.0,-1.0,91,6,0
5947,67.25,0.0,-0.5,91,6,1
5948,67.25,0.0,0.0,91,6,2
5949,67.25,0.0,0.5,91,6,3
5950,67.25,0.0,1.0,91,6,4
5951,67.25,2.0200520833333315,-1.0,91,7,0
5952,67.25,2.0200520833333315,-0.5,91,7,1
5953,67.25,2.0200520833333315,0.0,91,7,2
5954,67.25,2.0200520833333315,0.5,91,7,3
5955,67.25,2.0200520833333315,1.0,91,7,4
5956,67.25,4.040104166666666,-1.0,91,8,0
5957,67.25,4.040104166666666,-0.5,91,8,1
5958,67.25,4.040104166666666,0.0,91,8,2
5959,67.25,4.040104166666666,0.5,91,8,3
5960,67.25,4.040104166666666,1.0,91,8,4
5961,67.25,6.06015625,-1.0,91,9,0
5962,67.25,6.06015625,-0.5,91,9,1
5963,67.25,6.06015625,0.0,91,9,2
5964,67.25,6.06015625,0.5,91,9,3
5965,67.25,6.06015625,1.0,91,9,4
5966,67.25,8.080208333333331,-1.0,91,10,0
5967,67.25,8.080208333333331,-0.5,91,10,1
5968,67.25,8.080208333333331,0.0,91,10,2
5969,67.25,8.080208333333331,0.5,91,10,3
5970,67.25,8.080208333333331,1.0,91,10,4
5971,67.25,10.100260416666666,-1.0,91,11,0
5972,67.25,10.100260416666666,-0.5,91,11,1
5973,67.25,10.100260416666666,0.0,91,11,2
5974,67.25,10.100260416666666,0.5,91,11,3
5975,67.25,10.100260416666666,1.0,91,11,4
5976,67.25,12.1203125,-1.0,91,12,0
5977,67.25,12.1203125,-0.5,91,12,1
5978,67.25,12.1203125,0.0,91,12,2
5979,67.25,12.1203125,0.5,91,12,3
5980,67.25,12.1203125,1.0,91,12,4
5981,69.0,-12.325,-1.0,92,0,0
5982,69.0,-12.325,-0.5,92,0,1
5983,69.0,-12.325,0.0,92,0,2
5984,69.0,-12.325,0.5,92,0,3
5985,69.0,-12.325,1.0,92,0,4
5986,69.0,-10.270833333333334,-1.0,92,1,0
5987,69.0,-10.270833333333334,-0.5,92,1,1
5988,69.0,-10.270833333333334,0.0,92,1,2
5989,69.0,-10.270833333333334,0.5,92,1,3
5990,69.0,-10.270833333333334,1.0,92,1,4
5991,69.0,-8.216666666666667,-1.0,92,2,0
5992,69.0,-8.216666666666667,-0.5,92,2,1
5993,69.0,-8.216666666666667,0.0,92,2,2
5994,69.0,-8.216666666666667,0.5,92,2,3
5995,69.0,-8.216666666666667,1.0,92,2,4
5996,69.0,-6.1625,-1.0,92,3,0
5997,69.0,-6.1625,-0.5,92,3,1
5998,69.0,-6.1625,0.0,92,3,2
5999,69.0,-6.1625,0.5,92,3,3
6000,69.0,-6.1625,1.0,92,3,4
6001,69.0,-4.108333333333333,-1.0,92,4,0
6002,69.0,-4.108333333333333,-0.5,92,4,1
6003,69.0,-4.108333333333333,0.0,92,4,2
6004,69.0,-4.108333333333333,0.5,92,4,3
6005,69.0,-4.108333333333333,1.0,92,4,4
6006,69.0,-2.0541666666666676,-1.0,92,5,0
6007,69.0,-2.0541666666666676,-0.5,92,5,1
6008,69.0,-2.0541666666666676,0.0,92,5,2
6009,69.0,-2.0541666666666676,0.5,92,5,3
6010,69.0,-2.0541666666666676,1.0,92,5,4
6011,69.0,0.0,-1.0,92,6,0
6012,69.0,0.0,-0.5,92,6,1
6013,69.0,0.0,0.0,92,6,2
6014,69.0,0.0,0.5,92,6,3
6015,69.0,0.0,1.0,92,6,4
6016,69.0,2.054166666666665,-1.0,92,7,0
6017,69.0,2.054166666666665,-0.5,92,7,1
6018,69.0,2.054166666666665,0.0,92,7,2
6019,69.0,2.054166666666665,0.5,92,7,3
6020,69.0,2.054166666666665,1.0,92,7,4
6021,69.0,4.1083333333333325,-1.0,92,8,0
6022,69.0,4.1083333333333325,-0.5,92,8,1
6023,69.0,4.1083333333333325,0.0,92,8,2
6024,69.0,4.1083333333333325,0.5,92,8,3
6025,69.0,4.1083333333333325,1.0,92,8,4
6026,69.0,6.1625,-1.0,92,9,0
6027,69.0,6.1625,-0.5,92,9,1
6028,69.0,6.1625,0.0,92,9,2
6029,69.0,6.1625,0.5,92,9,3
6030,69.0,6.1625,1.0,92,9,4
6031,69.0,8.216666666666665,-1.0,92,10,0
6032,69.0,8.216666666666665,-0.5,92,10,1
6033,69.0,8.216666666666665,0.0,92,10,2
6034,69.0,8.216666666666665,0.5,92,10,3
6035,69.0,8.216666666666665,1.0,92,10,4
6036,69.0,10.270833333333332,-1.0,92,11,0
6037,69.0,10.270833333333332,-0.5,92,11,1
6038,69.0,10.270833333333332,0.0,92,11,2
6039,69.0,10.270833333333332,0.5,92,11,3
6040,69.0,10.270833333333332,1.0,92,11,4
6041,69.0,12.325,-1.0,92,12,0
6042,69.0,12.325,-0.5,92,12,1
6043,69.0,12.325,0.0,92,12,2
6044,69.0,12.325,0.5,92,12,3
6045,69.0,12.325,1.0,92,12,4
6046,70.75,-12.454687499999999,-1.0,93,0,0
6047,70.75,-12.454687499999999,-0.5,93,0,1
6048,70.75,-12.454687499999999,0.0,93,0,2
6049,70.75,-12.454687499999999,0.5,93,0,3
6050,70.75,-12.454687499999999,1.0,93,0,4
6051,70.75,-10.37890625,-1.0,93,1,0
6052,70.75,-10.37890625,-0.5,93,1,1
6053,70.75,-10.37890625,0.0,93,1,2
6054,70.75,-10.37890625,0.5,93,1,3
6055,70.75,-10.37890625,1.0,93,1,4
6056,70.75,-8.303125,-1.0,93,2,0
6057,70.75,-8.303125,-0.5,93,2,1
6058,70.75,-8.303125,0.0,93,2,2
6059,70.75,-8.303125,0.5,93,2,3
6060,70.75,-8.303125,1.0,93,2,4
6061,70.75,-6.227343749999999,-1.0,93,3,0
6062,70.75,-6.227343749999999,-0.5,93,3,1
6063,70.75,-6.227343749999999,0.0,93,3,2
6064,70.75,-6.227343749999999,0.5,93,3,3
6065,70.75,-6.227343749999999,1.0,93,3,4
6066,70.75,-4.1515625,-1.0,93,4,0
6067,70.75,-4.1515625,-0.5,93,4,1
6068,70.75,-4.1515625,0.0,93,4,2
6069,70.75,-4.1515625,0.5,93,4,3
6070,70.75,-4.1515625,1.0,93,4,4
6071,70.75,-2.075781250000001,-1.0,93,5,0
6072,70.75,-2.075781250000001,-0.5,93,5,1
6073,70.75,-2.075781250000001,0.0,93,5,2
6074,70.75,-2.075781250000001,0.5,93,5,3
6075,70.75,-2.075781250000001,1.0,93,5,4
6076,70.75,0.0,-1.0,93,6,0
6077,70.75,0.0,-0.5,93,6,1
6078,70.75,0.0,0.0,93,6,2
6079,70.75,0.0,0.5,93,6,3
6080,70.75,0.0,1.0,93,6,4
6081,70.75,2.075781249999998,-1.0,93,7,0
6082,70.75,2.075781249999998,-0.5,93,7,1
6083,70.75,2.075781249999998,0.0,93,7,2
6084,70.75,2.075781249999998,0.5,93,7,3
6085,70.75,2.075781249999998,1.0,93,7,4
6086,70.75,4.151562499999999,-1.0,93,8,0
6087,70.75,4.151562499999999,-0.5,93,8,1
6088,70.75,4.151562499999999,0.0,93,8,2
6089,70.75,4.151562499999999,0.5,93,8,3
6090,70.75,4.151562499999999,1.0,93,8,4
6091,70.75,6.227343749999999,-1.0,93,9,0
6092,70.75,6.227343749999999,-0.5,93,9,1
6093,70.75,6.227343749999999,0.0,93,9,2
6094,70.75,6.227343749999999,0.5,93,9,3
6095,70.75,6.227343749999999,1.0,93,9,4
6096,70.75,8.303124999999998,-1.0,93,10,0
6097,70.75,8.303124999999998,-0.5,93,10,1
6098,70.75,8.303124999999998,0.0,93,10,2
6099,70.75,8.303124999999998,0.5,93,10,3
6100,70.75,8.303124999999998,1.0,93,10,4
6101,70.75,10.378906249999998,-1.0,93,11,0
6102,70.75,10.378906249999998,-0.5,93,11,1
6103,70.75,10.378906249999998,0.0,93,11,2
6104,70.75,10.378906249999998,0.5,93,11,3
6105,70.75,10.378906249999998,1.0,93,11,4
6106,70.75,12.454687499999999,-1.0,93,12,0
6107,70.75,12.454687499999999,-0.5,93,12,1
6108,70.75,12.454687499999999,0.0,93,12,2
6109,70.75,12.454687499999999,0.5,93,12,3
6110,70.75,12.454687499999999,1.0,93,12,4
6111,72.5,-12.5,-1.0,94,0,0
6112,72.5,-12.5,-0.5,94,0,1
6113,72.5,-12.5,0.0,94,0,2
6114,72.5,-12.5,0.5,94,0,3
6115,72.5,-12.5,1.0,94,0,4
6116,72.5,-10.416666666666668,-1.0,94,1,0
6117,72.5,-10.416666666666668,-0.5,94,1,1
6118,72.5,-10.416666666666668,0.0,94,1,2
6119,72.5,-10.416666666666668,0.5,94,1,3
6120,72.5,-10.416666666666668,1.0,94,1,4
6121,72.5,-8.333333333333334,-1.0,94,2,0
6122,72.5,-8.333333333333334,-0.5,94,2,1
6123,72.5,-8.333333333333334,0.0,94,2,2
6124,72.5,-8.333333333333334,0.5,94,2,3
6125,72.5,-8.333333333333334,1.0,94,2,4
6126,72.5,-6.25,-1.0,94,3,0
6127,72.5,-6.25,-0.5,94,3,1
6128,72.5,-6.25,0.0,94,3,2
6129,72.5,-6.25,0.5,94,3,3
6130,72.5,-6.25,1.0,94,3,4
6131,72.5,-4.166666666666667,-1.0,94,4,0
6132,72.5,-4.166666666666667,-0.5,94,4,1
6133,72.5,-4.166666666666667,0.0,94,4,2
6134,72.5,-4.166666666666667,0.5,94,4,3
6135,72.5,-4.166666666666667,1.0,94,4,4
6136,72.5,-2.0833333333333344,-1.0,94,5,0
6137,72.5,-2.0833333333333344,-0.5,94,5,1
6138,72.5,-2.0833333333333344,0.0,94,5,2
6139,72.5,-2.0833333333333344,0.5,94,5,3
6140,72.5,-2.0833333333333344,1.0,94,5,4
6141,72.5,0.0,-1.0,94,6,0
6142,72.5,0.0,-0.5,94,6,1
6143,72.5,0.0,0.0,94,6,2
6144,72.5,0.0,0.5,94,6,3
6145,72.5,0.0,1.0,94,6,4
6146,72.5,2.0833333333333313,-1.0,94,7,0
6147,72.5,2.0833333333333313,-0.5,94,7,1
6148,72.5,2.0833333333333313,0.0,94,7,2
6149,72.5,2.0833333333333313,0.5,94,7,3
6150,72.5,2.0833333333333313,1.0,94,7,4
6151,72.5,4.166666666666666,-1.0,94,8,0
6152,72.5,4.166666666666666,-0.5,94,8,1
6153,72.5,4.166666666666666,0.0,94,8,2
6154,72.5,4.166666666666666,0.5,94,8,3
6155,72.5,4.166666666666666,1.0,94,8,4
6156,72.5,6.25,-1.0,94,9,0
6157,72.5,6.25,-0.5,94,9,1
6158,72.5,6.25,0.0,94,9,2
6159,72.5,6.25,0.5,94,9,3
6160,72.5,6.25,1.0,94,9,4
6161,72.5,8.333333333333332,-1.0,94,10,0
6162,72.5,8.333333333333332,-0.5,94,10,1
6163,72.5,8.333333333333332,0.0,94,10,2
6164,72.5,8.333333333333332,0.5,94,10,3
6165,72.5,8.333333333333332,1.0,94,10,4
6166,72.5,10.416666666666666,-1.0,94,11,0
6167,72.5,10.416666666666666,-0.5,94,11,1
6168,72.5,10.416666666666666,0.0,94,11,2
6169,72.5,10.416666666666666,0.5,94,11,3
6170,72.5,10.416666666666666,1.0,94,11,4
6171,72.5,12.5,-1.0,94,12,0
6172,72.5,12.5,-0.5,94,12,1
6173,72.5,12.5,0.0,94,12,2
6174,72.5,12.5,0.5,94,12,3
6175,72.5,12.5,1.0,94,12,4
6176,75.0,-12.5,-1.0,95,0,0
6177,75.0,-12.5,-0.5,95,0,1
6178,75.0,-12.5,0.0,95,0,2
6179,75.0,-12.5,0.5,95,0,3
6180,75.0,-12.5,1.0,95,0,4
6181,75.0,-10.416666666666668,-1.0,95,1,0
6182,75.0,-10.416666666666668,-0.5,95,1,1
6183,75.0,-10.416666666666668,0.0,95,1,2
6184,75.0,-10.416666666666668,0.5,95,1,3
6185,75.0,-10.416666666666668,1.0,95,1,4
6186,75.0,-8.333333333333334,-1.0,95,2,0
6187,75.0,-8.333333333333334,-0.5,95,2,1
6188,75.0,-8.333333333333334,0.0,95,2,2
6189,75.0,-8.333333333333334,0.5,95,2,3
6190,75.0,-8.333333333333334,1.0,95,2,4
6191,75.0,-6.25,-1.0,95,3,0
6192,75.0,-6.25,-0.5,95,3,1
6193,75.0,-6.25,0.0,95,3,2
6194,75.0,-6.25,0.5,95,3,3
6195,75.0,-6.25,1.0,95,3,4
6196,75.0,-4.166666666666667,-1.0,95,4,0
6197,75.0,-4.166666666666667,-0.5,95,4,1
6198,75.0,-4.166666666666667,0.0,95,4,2
6199,75.0,-4.166666666666667,0.5,95,4,3
6200,75.0,-4.166666666666667,1.0,95,4,4
6201,75.0,-2.0833333333333344,-1.0,95,5,0
6202,75.0,-2.0833333333333344,-0.5,95,5,1
6203,75.0,-2.0833333333333344,0.0,95,5,2
6204,75.0,-2.0833333333333344,0.5,95,5,3
6205,75.0,-2.0833333333333344,1.0,95,5,4
6206,75.0,0.0,-1.0,95,6,0
6207,75.0,0.0,-0.5,95,6,1
6208,75.0,0.0,0.0,95,6,2
6209,75.0,0.0,0.5,95,6,3
6210,75.0,0.0,1.0,95,6,4
6211,75.0,2.0833333333333313,-1.0,95,7,0
6212,75.0,2.0833333333333313,-0.5,95,7,1
6213,75.0,2.0833333333333313,0.0,95,7,2
6214,75.0,2.0833333333333313,0.5,95,7,3
6215,75.0,2.0833333333333313,1.0,95,7,4
6216,75.0,4.166666666666666,-1.0,95,8,0
6217,75.0,4.166666666666666,-0.5,95,8,1
6218,75.0,4.166666666666666,0.0,95,8,2
6219,75.0,4.166666666666666,0.5,95,8,3
6220,75.0,4.166666666666666,1.0,95,8,4
6221,75.0,6.25,-1.0,95,9,0
6222,75.0,6.25,-0.5,95,9,1
6223,75.0,6.25,0.0,95,9,2
6224,75.0,6.25,0.5,95,9,3
6225,75.0,6.25,1.0,95,9,4
6226,75.0,8.333333333333332,-1.0,95,10,0
6227,75.0,8.333333333333332,-0.5,95,10,1
6228,75.0,8.333333333333332,0.0,95,10,2
6229,75.0,8.333333333333332,0.5,95,10,3
6230,75.0,8.333333333333332,1.0,95,10,4
6231,75.0,10.416666666666666,-1.0,95,11,0
6232,75.0,10.416666666666666,-0.5,95,11,1
6233,75.0,10.416666666666666,0.0,95,11,2
6234,75.0,10.416666666666666,0.5,95,11,3
6235,75.0,10.416666666666666,1.0,95,11,4
6236,75.0,12.5,-1.0,95,12,0
6237,75.0,12.5,-0.5,95,12,1
6238,75.0,12.5,0.0,95,12,2
6239,75.0,12.5,0.5,95,12,3
6240,75.0,12.5,1.0,95,12,4
6241,77.5,-12.5,-1.0,96,0,0
6242,77.5,-12.5,-0.5,96,0,1
6243,77.5,-12.5,0.0,96,0,2
6244,77.5,-12.5,0.5,96,0,3
6245,77.5,-12.5,1.0,96,0,4
6246,77.5,-10.416666666666668,-1.0,96,1,0
6247,77.5,-10.416666666666668,-0.5,96,1,1
6248,77.5,-10.416666666666668,0.0,96,1,2
6249,77.5,-10.416666666666668,0.5,96,1,3
6250,77.5,-10.416666666666668,1.0,96,1,4
6251,77.5,-8.333333333333334,-1.0,96,2,0
6252,77.5,-8.333333333333334,-0.5,96,2,1
6253,77.5,-8.333333333333334,0.0,96,2,2
6254,77.5,-8.333333333333334,0.5,96,2,3
6255,77.5,-8.333333333333334,1.0,96,2,4
6256,77.5,-6.25,-1.0,96,3,0
6257,77.5,-6.25,-0.5,96,3,1
6258,77.5,-6.25,0.0,96,3,2
6259,77.5,-6.25,0.5,96,3,3
6260,77.5,-6.25,1.0,96,3,4
6261,77.5,-4.166666666666667,-1.0,96,4,0
6262,77.5,-4.166666666666667,-0.5,96,4,1
6263,77.5,-4.166666666666667,0.0,96,4,2
6264,77.5,-4.166666666666667,0.5,96,4,3
6265,77.5,-4.166666666666667,1.0,96,4,4
6266,77.5,-2.0833333333333344,-1.0,96,5,0
6267,77.5,-2.0833333333333344,-0.5,96,5,1
6268,77.5,-2.0833333333333344,0.0,96,5,2
6269,77.5,-2.0833333333333344,0.5,96,5,3
6270,77.5,-2.0833333333333344,1.0,96,5,4
6271,77.5,0.0,-1.0,96,6,0
6272,77.5,0.0,-0.5,96,6,1
6273,77.5,0.0,0.0,96,6,2
6274,77.5,0.0,0.5,96,6,3
6275,77.5,0.0,1.0,96,6,4
6276,77.5,2.0833333333333313,-1.0,96,7,0
6277,77.5,2.0833333333333313,-0.5,96,7,1
6278,77.5,2.0833333333333313,0.0,96,7,2
6279,77.5,2.0833333333333313,0.5,96,7,3
6280,77.5,2.0833333333333313,1.0,96,7,4
6281,77.5,4.166666666666666,-1.0,96,8,0
6282,77.5,4.166666666666666,-0.5,96,8,1
6283,77.5,4.166666666666666,0.0,96,8,2
