engineering_strain_fraction,engineering_strain_percent,engineering_stress_MPa,true_strain,true_stress_MPa,plastic_strain
0.000272,0.0272,52.1868,0.00027196301470651456,52.2009948096,2.3386848946514564e-05
0.000277,0.027700000000000002,53.3582,0.0002769616425831728,53.3729802214,2.280459390983946e-05
0.00028199999999999997,0.028199999999999996,54.5071,0.0002819602454736753,54.52247100219999,2.2329431177484853e-05
0.000285,0.028499999999999998,55.0928,0.000284959395214726,55.108501448,2.2537959748059337e-05
0.000287,0.0287,55.656,0.0002869588233782719,55.671973271999995,2.1854188749700465e-05
0.000292,0.0292,56.2282,0.00029195737629721227,56.2446186344,2.4125858990545635e-05
0.00029499999999999996,0.029499999999999995,56.8139,0.0002949564960555654,56.83066010049999,2.433430510080355e-05
0.000297,0.0297,57.3681,0.0002969559042307463,57.3851383257,2.3693340775031977e-05
0.0003,0.03,57.9313,0.00029995500899797546,57.948679389999995,2.4008916664642146e-05
0.000305,0.0305,59.0802,0.00030495349695537876,59.098219461,2.3533404283950182e-05
0.00031,0.031,59.6344,0.0003099519599280251,59.652886664,2.5890594861358398e-05
0.000312,0.0312,60.7832,0.00031195133812140764,60.802164358400006,2.241722212902665e-05
0.000317,0.0317,61.3419,0.0003169497661158138,61.361345382299994,2.475288334295668e-05
0.00032,0.032,61.9185,0.0003199488109200459,61.938313920000006,2.500445892004592e-05
0.000322,0.0322,62.4908,0.00032194816912606245,62.5109220376,2.4277111804157686e-05
0.000325,0.0325,63.0405,0.0003249471989399199,63.060988162499996,2.4656779118491364e-05
0.00033,0.033,64.1848,0.00032994556197603596,64.20598098399999,2.4202795385559793e-05
0.000332,0.0332,64.7255,0.00033194490019508615,64.746988866,2.3625905595086162e-05
0.000335,0.0335,65.2931,0.00033494390002864393,65.31497318849999,2.3920218178643963e-05
0.000337,0.0337,65.8654,0.00033694322825436075,65.8875966398,2.3192768064836996e-05
0.00034,0.034,66.4105,0.00033994221309799344,66.43307957,2.359421514561247e-05
0.000342,0.0342,66.9827,0.0003419415313304768,67.00560808339999,2.2867207123810165e-05
0.00034500000000000004,0.0345,67.5594,0.0003449405011843343,67.582707993,2.3118082170048575e-05
0.00035000000000000005,0.035,68.1136,0.0003499387642879162,68.13743976,2.5474765430773337e-05
0.00035200000000000005,0.0352,68.6677,0.0003519380625342324,68.6918710304,2.4833914770422915e-05
0.00035499999999999996,0.0355,69.24,0.00035493700240898885,69.2645802,2.510566812327457e-05
0.000357,0.0357,69.7851,0.00035693629066237137,69.81001328069999,2.4507655992371427e-05
0.000362,0.0362,70.3303,0.00036193449380835077,70.35575956859999,2.690706729120793e-05
0.000365,0.0365,70.898,0.0003649334037046057,70.92387776999999,2.720065241889149e-05
0.00036700000000000003,0.0367,71.4431,0.0003669326719724204,71.4693196177,2.660257855480137e-05
0.000372,0.0372,71.9883,0.0003719308251548299,72.0150796476,2.9001874451972762e-05
0.000375,0.0375,72.556,0.00037492970507318265,72.5832085,2.9295378882706442e-05
0.00037699999999999995,0.0377,73.1147,0.00037692895335582897,73.14226424190001,2.8632456965828953e-05
0.00037999999999999997,0.038,73.6509,0.00037992781828545536,73.678887342,2.9075973799741082e-05
0.00038199999999999996,0.0382,74.214,0.00038192705657566744,74.24234974800001,2.839205777566741e-05
0.000385,0.0385,74.7636,0.0003849259065167173,74.792383986,2.8771697059574422e-05
0.000387,0.0387,75.3044,0.000386925134814595,75.3335428028,2.819397861078554e-05
0.000392,0.0392,75.8495,0.00039192318807286134,75.879233004,3.059350710143277e-05
0.000397,0.0397,76.9443,0.00039692121635071615,76.9748468871,3.0374326412144713e-05
0.0004,0.04,77.4895,0.0003999200213269354,77.5204958,3.077480323169726e-05
0.00040500000000000003,0.0405,78.0437,0.00040491800963665117,78.0753076985,3.31308301199845e-05
0.000407,0.0407,79.1295,0.00040691719796619,79.1617057065,2.9956694601904297e-05
0.00041,0.041,79.6701,0.0004099159729666046,79.70276474100001,3.0378998009461707e-05
0.000412,0.0412,80.2018,0.00041191515130430844,80.23484314160001,2.984446967764173e-05
0.000415,0.0415,80.7334,0.0004149139113170454,80.766904361,3.0309604836093005e-05
0.00042,0.042,81.274,0.0004199118246882234,81.30813508000001,3.27302290691757e-05
0.000422,0.0422,81.7922,0.00042191098304255687,81.8267163084,3.225995300255689e-05
0.00042500000000000003,0.0425,82.3329,0.00042490971308038815,82.36789148249999,3.26816584018168e-05
0.000427,0.0427,82.869,0.00042690886144318625,82.90438506299999,3.212607542890059e-05
0.00043,0.043,83.4052,0.00042990757649378927,83.44106423599999,3.25691753699798e-05
0.00043200000000000004,0.0432,83.9277,0.0004319067148651519,83.9639567664,3.20783493108662e-05
0.00043700000000000005,0.0437,84.4729,0.00043690454330870364,84.5098146573,3.447685446441792e-05
0.00043999999999999996,0.044,84.9866,0.00043990322838529966,85.023994104,3.5027065985299664e-05
0.000442,0.0442,85.5183,0.0004419023467740909,85.5560990886,3.449235111409088e-05
0.000445,0.0445,86.0319,0.0004449010168639083,86.07018419549999,3.5042996885336914e-05
0.00044699999999999997,0.0447,86.5636,0.0004469001252615636,86.6022939292,3.450824940823028e-05
0.00045,0.045,87.0817,0.0004498987803647521,87.12088676500001,3.503741481713303e-05
0.000452,0.0452,87.6178,0.0004518978787713714,87.6574032456,3.4481672839942884e-05
0.000457,0.0457,88.1359,0.00045689560730376383,88.1761781063,3.700904489281143e-05
0.00046,0.046,89.1766,0.00045989423243414384,89.21762123599999,3.504841702462011e-05
0.00046199999999999995,0.0462,89.6994,0.00046189331085899057,89.74084112279999,3.45559721789906e-05
0.00046499999999999997,0.0465,90.1995,0.000464891921003191,90.24144276749999,3.517076496747679e-05
0.00046699999999999997,0.0467,90.7265,0.0004668909894373014,90.7688692755,3.465827860158713e-05
0.00047,0.047,91.2402,0.00046988958459547205,91.283082894,3.5208237481186306e-05
0.000475,0.0475,91.7493,0.0004748872232112365,91.7928809175,3.7778266461236515e-05
0.000477,0.0477,92.7856,0.00047688627166417357,92.8298587312,3.483932532512594e-05
0.00048,0.048,93.2766,0.0004798848368507341,93.321372768,3.549734747930548e-05
0.000482,0.0482,93.7858,0.0004818838753132343,93.8310047556,3.506956695323424e-05
0.000485,0.0485,94.2994,0.00048488242551421437,94.345135209,3.561987689992862e-05
0.000487,0.0487,94.7995,0.00048688145398637756,94.84566735649999,3.5235418955425254e-05
0.00049,0.049,95.2996,0.000489879989201927,95.346296804,3.585000442097458e-05
0.000492,0.0492,95.8222,0.0004918790076838531,95.86934452239998,3.535831948194842e-05
0.000495,0.0495,96.3223,0.0004948775279141216,96.36997953849999,3.597286344507401e-05
0.000497,0.04970000000000001,96.8269,0.0004968765364059104,96.87502296929999,3.556690321876758e-05
0.0005,0.05,97.3405,0.000499875041651048,97.38917025,3.611708807961934e-05
0.0005020000000000001,0.05020000000000001,97.8586,0.0005018740401527993,97.9077250172,3.564677816613268e-05
0.000505,0.0505,98.3543,0.0005048725304129555,98.4039689215,3.628220221533644e-05
0.0005099999999999999,0.05099999999999999,98.8635,0.0005098699942000938,98.913920385,3.8851325700093805e-05
0.000512,0.051199999999999996,99.3816,0.0005118689727220698,99.43248337920001,3.838095663064126e-05
0.000517,0.051699999999999996,100.4133,0.0005168664015449509,100.46521367610002,3.8460622134950796e-05
0.00052,0.052,100.9675,0.0005198648468510618,101.02000310000001,3.8817213041537934e-05
0.000522,0.0522,101.5172,0.0005218638053936618,101.57019197839999,3.8196224544138056e-05
0.000525,0.0525,102.0984,0.0005248622357153906,102.15200166000001,3.842413257253342e-05
0.00053,0.053,102.6975,0.0005298595996059488,102.751929675,4.056469639166307e-05
0.0005319999999999999,0.05319999999999999,103.3103,0.0005318585381695721,103.36526107959999,3.9643009219095986e-05
0.000535,0.0535,103.9545,0.0005348569385229859,104.0101156575,3.957067348727165e-05
0.00054,0.054,104.6305,0.0005398542524667516,104.68700047,4.1344726419132545e-05
0.000545,0.0545,105.3107,0.0005448515414374954,105.3680943315,4.309871128749536e-05
0.00055,0.055,106.757,0.0005498488054354668,106.81571635000002,4.120253710213344e-05
0.000552,0.0552,107.4914,0.0005518477040423351,107.55073525280001,3.970134569566844e-05
0.0005600000000000001,0.05600000000000001,108.2573,0.0005598432585140915,108.31792408799998,4.404361999980585e-05
0.000567,0.0567,109.8658,0.0005668393162355939,109.92809390859999,4.337220238511774e-05
0.00057,0.056999999999999995,110.6948,0.000569837611704622,110.75789603599999,4.241905915224108e-05
0.000572,0.0572,111.5418,0.0005718364703563326,111.6056019096,4.038122316776121e-05
0.000577,0.0577,112.4248,0.0005768335995056467,112.48966910960002,4.116850850755145e-05
0.000582,0.0582,113.3169,0.0005818307036837859,113.38285043580001,4.191236827521443e-05
0.0005870000000000001,0.05870000000000001,114.2271,0.0005868277828909997,114.29415130769998,4.256991952099982e-05
0.0005920000000000001,0.05920000000000001,115.1597,0.0005918248371275377,115.22787454239999,4.3120672639918706e-05
0.0006,0.06,116.1194,0.0005998200719676155,116.18907164,4.653877844380599e-05
0.000605,0.0605,117.0925,0.0006048170612815642,117.1633409625,4.6896390031564276e-05
0.00061,0.061,118.0838,0.0006098140256257356,118.155831118,4.716721077811651e-05
0.000615,0.0615,119.1064,0.000614810965000379,119.179650436,4.728882006704567e-05
0.0006219999999999999,0.06219999999999999,120.1518,0.0006218066381765481,120.22653441959999,4.929933141654811e-05
0.0006270000000000001,0.0627,121.2105,0.0006268035176253429,121.28649898349998,4.9248760561057276e-05
0.000635,0.0635,122.2829,0.0006347984728086647,122.36054964149999,5.2129188801521985e-05
0.00064,0.064,123.3776,0.0006397952873394118,123.45656166399999,5.190689846322136e-05
0.0006450000000000001,0.0645,124.4725,0.0006447920769021282,124.5527847625,5.168357803308056e-05
0.0006519999999999999,0.0652,125.5944,0.0006517875403441144,125.6762875488,5.332902820697155e-05
0.0006569999999999999,0.0657,126.7433,0.0006567842699845752,126.82657034809999,5.2848220707908526e-05
0.000665,0.0665,127.9147,0.000664778985477677,127.99976327549999,5.52563032133913e-05
0.000672,0.0672,129.1041,0.0006717743091038613,129.1908579552,5.6579747412432795e-05
0.000677,0.0677,130.3205,0.0006767709388770897,130.40872697850003,5.5777000884232484e-05
0.0006850000000000001,0.0685,131.5465,0.0006847654945846955,131.63660935250002,5.7924497668028745e-05
0.000692,0.0692,132.78,0.0006917606784006667,132.87188376,5.90374224006667e-05
0.000697,0.0697,134.0372,0.0006967572083106546,134.1306239284,5.803995150874979e-05
0.0007049999999999999,0.0705,135.3167,0.0007047516042391512,135.4120982735,5.993208865105596e-05
0.0007099999999999999,0.071,136.6199,0.0007097480692401734,136.716900129,5.8715211483030506e-05
0.000717,0.0717,137.9349,0.000716743078301237,138.0337993233,5.943927199980842e-05
0.000725,0.0725,139.2775,0.0007247373144570112,139.3784761875,6.1030284992725494e-05
0.000732,0.0732,140.6386,0.0007317322186693212,140.7415474552,6.153437364455933e-05
0.000737,0.0737,142.0035,0.000736728548864803,142.1081565795,6.002304134337445e-05
0.000745,0.0745,143.3909,0.000744722625254241,143.4977262205,6.140011944233631e-05
0.000755,0.0755,144.7966,0.0007547151308751086,144.90592143300003,6.468693357510849e-05
0.0007620000000000001,0.0762,146.2208,0.0007617098253993406,146.3322202496,6.488972897267394e-05
0.000767,0.0767,147.6437,0.0007667060058194197,147.7569427179,6.310151668656265e-05
0.000777,0.0777,149.0994,0.0007766982917747455,149.21525023380002,6.614948113760246e-05
0.000785,0.0785,150.5551,0.0007846920486506679,150.6732857535,6.720021172923929e-05
0.0007920000000000001,0.0792,152.0371,0.0007916865334993933,152.15751338319998,6.712694596034579e-05
0.0008,0.08,153.5376,0.0007996801705643322,153.66043008,6.79638368500465e-05
0.000807,0.0807,155.0511,0.0008066745505800181,155.17622623769998,6.774013992430386e-05
0.0008150000000000001,0.0815,156.5779,0.0008146680678375649,156.7055109885,6.845134884470776e-05
0.0008219999999999999,0.0822,158.1375,0.0008216623430233537,158.267489025,6.800763338049652e-05
0.000832,0.0832,159.6918,0.0008316540798570754,159.82466357759998,7.058425329707553e-05
0.00084,0.084,161.2593,0.0008396473974436158,161.394757812,7.110093167218725e-05
0.0008500000000000001,0.085,162.8545,0.0008496389545779205,162.992926325,7.348216255411094e-05
0.0008550000000000001,0.0855,164.468,0.000854634695708617,164.60862014,7.078412361337892e-05
0.000867,0.0867,166.071,0.0008666243725969599,166.21498355699998,7.512445089695994e-05
0.0008799999999999999,0.088,167.7069,0.0008796130270075148,167.854482072,8.030596952180054e-05
0.0008849999999999999,0.0885,169.352,0.0008846086183981231,169.50187652,7.745682544574219e-05
0.000897,0.0897,171.0142,0.0008965979359163581,171.16759973739997,8.151412764302493e-05
0.000907,0.0907,172.6855,0.0009065889240451492,172.8421257485,8.353118238562534e-05
0.000912,0.0912,174.3845,0.0009115843806773526,174.543538664,8.042467275354303e-05
0.0009220000000000001,0.0922,176.1006,0.0009215752190786219,176.2629647532,8.222776787290755e-05
0.0009320000000000001,0.0932,177.8352,0.0009315659576640364,178.0009424064,8.3942422395465e-05
0.000945,0.0945,179.5789,0.0009445537686036522,179.7486020605,8.860804450603319e-05
0.000952,0.0952,181.3449,0.0009515471353952789,181.5175403448,8.7177895658136e-05
0.000962,0.0962,183.1242,0.0009615375745450957,183.3003654804,8.867869130509576e-05
0.0009750000000000001,0.0975,184.9047,0.0009745249962273792,185.08498208249998,9.316793869166499e-05
0.00098,0.098,186.7063,0.0009795201135002552,186.88927217399998,8.957119838596953e-05
0.000992,0.09920000000000001,188.5223,0.0009915082931552593,188.70931412160002,9.289251162383067e-05
0.001002,0.10020000000000001,190.3462,0.001001498333085532,190.5369268924,9.417963359791297e-05
0.0010119999999999999,0.10119999999999998,192.1899,0.0010114882732159035,192.3843961788,9.537210093590355e-05
0.001022,0.10219999999999999,194.0546,0.0010214781135483688,194.2529238012,9.646419068551153e-05
0.001032,0.10319999999999999,195.9206,0.0010314678540849207,196.12279005919999,9.754980618396838e-05
0.001042,0.1042,197.7984,0.001041457494827554,198.0045059328,9.857889514755394e-05
0.001055,0.1055,199.7,0.0010544438786043466,199.9106835,0.00010248824289006079
0.001065,0.1065,201.6054,0.001064433289828532,201.82010975100002,0.00010338514815710345
0.001077,0.1077,203.5253,0.0010764204515784418,203.74449674809998,0.00010620856230177523
0.001087,0.1087,205.4492,0.0010864096432731114,205.67252328040001,0.0001070166752712065
0.001097,0.1097,207.3862,0.0010963987351848268,207.61370266139997,0.00010776205584482699
0.0011070000000000001,0.1107,209.3193,0.001106387727315582,209.5510164651,0.00010852574414843921
0.0011200000000000001,0.11200000000000002,211.2708,0.0011193732679163058,211.507423296,0.00011219506174487705
0.001132,0.1132,213.221,0.001131359771113849,213.46236617199997,0.00011487231315194428
0.001145,0.11449999999999999,215.208,0.0011443449874452383,215.45441316,0.0001183715914452382
0.00116,0.116,217.191,0.0011593277198464265,217.44294156,0.00012388514098928363
0.001172,0.11720000000000001,219.2004,0.0011713137441422413,219.45730286879999,0.000126278968576527
0.0011819999999999999,0.11819999999999999,221.2097,0.001181301987979328,221.47116986540001,0.00012667736957266127
0.001192,0.11919999999999999,223.2191,0.0011912901320523964,223.48517716720002,0.00012707500268477724
0.001207,0.1207,225.2153,0.001206272161108824,225.4871348671,0.00013252389983691923
0.00122,0.122,227.2193,0.001219256404729373,227.496507546,0.00013593970212937294
0.00123,0.123,229.1971,0.0012292441697173459,229.479012433,0.00013648696765544113
0.001242,0.1242,231.1618,0.0012412293560272105,231.4489029556,0.00013909172290530575
0.001255,0.1255,233.1303,0.0012542131457659045,233.4228785265,0.00014267562897304735
0.001265,0.1265,235.0858,0.001264200561622009,235.38318353700004,0.000143328259064866
0.0012770000000000001,0.1277,237.0281,0.001276185328982837,237.33078488369998,0.00014603873429855146
0.0012920000000000002,0.1292,238.9703,0.0012911660862004715,239.27904962760002,0.00015174204035475715
0.0013,0.13,240.8942,0.00129915573162005,241.20736246000004,0.000150549243715288
0.001312,0.1312,242.8036,0.0013111400800611297,243.12215832319998,0.00015341551661732038
0.001335,0.1335,244.7012,0.0013341096797968906,245.02787610200002,0.00016731026978736665
0.001352,0.1352,248.4898,0.0013510868709409967,248.8257582096,0.00016620230803813954
0.00136,0.136,250.3913,0.0013590760376310078,250.731832168,0.00016511493206910295
0.001372,0.1372,252.2652,0.001371059667992078,252.61130785439997,0.00016814867820922111
0.001387,0.1387,254.1535,0.001386039003998338,254.50601090450002,0.00017410561873881423
0.0014069999999999998,0.1407,256.0182,0.0014060111029767298,256.37841760739997,0.00018516149532244418
0.0014149999999999998,0.1415,257.8698,0.0014139998308816985,258.234685767,0.00018431085103884142
0.0014249999999999998,0.1425,259.7082,0.0014239856510171892,260.078284185,0.00018551763108861784
0.0014349999999999999,0.1435,261.5558,0.0014339713714370719,261.931132573,0.00018668026394659553
0.00145,0.145,263.3758,0.001448949765104487,263.75769491,0.00019296074172353464
0.001465,0.1465,265.1957,0.0014639279344229859,265.5842117005,0.0001992412120396525
0.00147,0.147,267.0026,0.001468920607674999,267.395093822,0.0001956106370940467
0.001487,0.1487,268.8002,0.001485895510281903,269.1999058974,0.00020399119648476004
0.001502,0.1502,270.5939,0.0015008731262351413,271.0003320378,0.00021039535462657002
0.001505,0.1505,272.3731,0.0015038686225064995,272.7830215155,0.00020490185338507068
0.001522,0.1522,274.1444,0.001520842931889656,274.56164777680004,0.00021340651390489387
0.001537,0.1537,275.9145,0.0015358200244269008,276.3385805865,0.00021992202163404373
0.001547,0.1547,277.6674,0.001545804628168015,278.09695146779995,0.00022153343070230097
0.00156,0.156,279.4203,0.001558784463993243,279.856195668,0.00022613591319324295
0.001575,0.1575,281.168,0.0015737609882916857,281.6108396,0.0002327569901964476
0.00158,0.158,282.9117,0.0015787531132146302,283.358700486,0.0002294259680432017
0.0015970000000000001,0.1597,284.637,0.0015957261515436526,285.091565289,0.00023814726921508119
0.0016120000000000002,0.1612,286.3899,0.0016107021225983758,286.8515605188,0.00024474231060409
0.0016200000000000001,0.162,288.1152,0.0016186892154563598,288.581946624,0.00024448946962778834
0.00164,0.164,289.8326,0.0016386566685085491,290.30792546400005,0.0002562379758228345
0.001655,0.1655,291.5356,0.001653631996655707,292.018091418,0.0002630696565699927
0.0016619999999999998,0.1662,293.2385,0.0016606204063782106,293.725862387,0.00026192582358297253
0.0016769999999999999,0.1677,294.9046,0.0016755954056172613,295.3991550142,0.00026893276269249937
0.001692,0.1692,296.5721,0.001690570180609068,297.0738999932,0.00027593256159383003
0.0017000000000000001,0.17,298.2395,0.0016985566355814776,298.74650715,0.0002759542205814775
0.001712,0.1712,299.9056,0.0017105361984473717,300.4190383872,0.0002799693489845146
0.001732,0.1732,301.5376,0.0017305018176517661,302.05986312320005,0.0002921215170650993
0.0017469999999999999,0.1747,303.1722,0.0017454757704611344,303.70184183339995,0.0002992765236354204
0.0017519999999999999,0.1752,304.7896,0.0017504670382381688,305.3235913792,0.0002965451745276925
0.0017699999999999999,0.177,306.3939,0.0017684353959607037,306.936217203,0.00030683436166070374
0.001785,0.1785,307.9759,0.0017834087807694864,308.5256369815,0.0003142390808575817
0.001797,0.1797,309.5566,0.0017953873271929854,310.1128732102,0.0003186593595253663
0.001807,0.1807,311.1333,0.001805369339606699,311.69551787309996,0.00032110496878241346
0.001822,0.1822,312.6968,0.0018203421714036835,313.26653356959997,0.0003285967734532075
0.001837,0.1837,314.2472,0.001835314779018333,314.82447210640004,0.0003361506261307136
0.0018520000000000001,0.1852,315.7832,0.0018502871624573598,316.3680304864,0.00034377273156974077
0.001867,0.1867,317.3152,0.001865259321727477,317.9076274784,0.00035141347659223905
0.001882,0.1882,318.8156,0.0018802312568353976,319.4156109592,0.0003592045379820642
0.0019,0.19,320.3029,0.0018981972830802527,320.91147551,0.00037004739969930043
0.00191,0.191,321.7665,0.001908178269301584,322.381074015,0.00037303029780158385
0.0019320000000000001,0.1932,323.2222,0.0019301360883321106,323.8466652904,0.0003880091107587773
0.0019470000000000002,0.1947,324.678,0.0019451070521480697,325.31014806599995,0.00039601110897664123
0.001955,0.1955,326.1008,0.0019530914745400254,326.738327064,0.0003971946789971684
0.001972,0.1972,327.5158,0.0019700581604526436,328.16166115760007,0.0004073835835116909
0.001992,0.1992,328.9255,0.0019900185988643757,329.580719596,0.0004205866007881852
0.002007,0.20070000000000002,330.3089,0.002004988666214988,330.97182996230003,0.0004289323330611786
0.002012,0.2012,331.6607,0.0020099786388649583,332.3280013284,0.0004274643468249583
0.002032,0.2032,333.0125,0.0020299382804702965,333.6891814,0.0004409421785655347
0.002055,0.2055,334.346,0.002052891375820957,335.03308102999995,0.00045749575186857633
0.002062,0.2062,335.6662,0.0020598769959220076,336.3583437044,0.00045817059732962667
0.002075,0.2075,336.9865,0.0020728501609303704,337.6857469875,0.00046482279432322757
0.002097,0.2097,338.2792,0.0020948043644626853,338.9885714824,0.0004805730716893519
0.00212,0.212,339.5587,0.0021177559710013082,340.2785644439999,0.0004973818546013086
0.002125,0.21250000000000002,340.8198,0.002122745380978642,341.54404207499994,0.0004963451806214993
0.002147,0.2147,342.0678,0.0021446984891404916,342.80221956659994,0.0005123069673947775
0.00217,0.217,343.2894,0.0021676489505705046,344.034337998,0.0005293901981990759
0.002182,0.2182,344.5019,0.002179622895266988,345.25360314579996,0.0005355581183822263
0.0022,0.22,345.6867,0.0021975835434872217,346.44721073999995,0.0005478349209157934
0.00222,0.22200000000000003,346.8439,0.002217539440954483,347.61389345800006,0.0005622351863925781
0.002235,0.2235,347.9932,0.0022325061027156897,348.770964802,0.0005716919846109278
0.0022500000000000003,0.22500000000000003,349.1241,0.002247472540479285,349.909629225,0.0005812362108364277
0.00227,0.22699999999999998,350.2366,0.002267427442401604,351.03163708200003,0.0005958482182016037
0.002287,0.2287,351.336,0.0022843887959579337,352.13950543199996,0.0006075340081865054
0.002307,0.23070000000000002,352.4354,0.002304342961240942,353.2484684678,0.0006222073971085609
0.002327,0.23270000000000002,353.5084,0.0023242967283631836,354.33101404679996,0.0006370061852831838
0.002342,0.2342,354.5578,0.0023392617924214193,355.3881743676,0.0006469371525757049
0.0023669999999999997,0.23669999999999997,355.6032,0.0023642030681889207,356.4449127744,0.000666846340691778
0.002382,0.2382,356.6487,0.002379167535062609,357.49823720340004,0.0006767949769511802
0.002405,0.2405,357.6612,0.002402112616012365,358.521375186,0.0006948679722695078
0.002427,0.2427,358.658,0.0024240595921189746,359.528462966,0.0007120192922808793
0.002445,0.24450000000000002,359.6482,0.0024420158506736193,360.527539849,0.0007252180418688575
0.002462,0.24620000000000003,360.6358,0.0024589742432578215,361.5236853396,0.0007374328844978217
0.002487,0.2487,361.5866,0.0024839125334600114,362.48586587419993,0.000757789362630488
0.00251,0.251,362.5281,0.0025068552111807353,363.438045531,0.0007761978515093068
0.00253,0.253,363.4605,0.002526804937870141,364.380055065,0.000791661818512998
0.00255,0.255,364.3797,0.002546754266575892,365.30886823500003,0.0008071882273616062
0.0025700000000000002,0.257,365.2805,0.0025667031973138662,366.219270885,0.0008228019073852947
0.0025900000000000003,0.259,366.1681,0.002586651730099941,367.116475379,0.0008384780378189887
0.002615,0.2615,367.0597,0.0026115868364868645,368.01956111550004,0.0008591127359368644
0.002635,0.2635,367.921,0.002631534473939215,368.89047183499997,0.0008749131794868344
0.00266,0.266,368.7679,0.002656468461209213,369.74882261400006,0.0008957597820949271
0.0026850000000000003,0.2685,369.5871,0.002681401826790991,370.57944136350005,0.0009167378202981336
0.0027050000000000004,0.2705,370.4038,0.002701348071661728,371.405742279,0.0009327492989045852
0.0027300000000000002,0.273,371.2007,0.0027262803182828295,372.21407791099995,0.0009538323282304488
0.002755,0.2755,371.9936,0.002751211943302508,373.018442368,0.0009749336463120318
0.002775,0.2775,372.7682,0.002771156795786054,373.802631755,0.0009911442636193874
0.002797,0.2797,373.544,0.002793095674072032,374.58880256799995,0.0010093394713672702
0.0028199999999999996,0.282,374.3054,0.0028160312594814173,375.36094122800006,0.0010285982060147503
0.002842,0.2842,375.0353,0.002837969153304886,376.1011503226,0.001047011294625838
0.002872,0.2872,375.7651,0.0028678836874829763,376.8442973672,0.0010733870333534525
0.0028970000000000003,0.2897,376.4897,0.002892811782394499,377.5803906609,0.001094809922104499
0.00292,0.292,377.1801,0.0029157450808968122,378.28146589199997,0.0011144047671253839
0.00295,0.295,377.8547,0.0029456572885695298,378.969371365,0.0011410412344504822
0.00297,0.297,378.5306,0.0029655982632850347,379.654835882,0.0011577180924183682
0.002995,0.2995,379.1894,0.0029905239225076975,380.32507225300003,0.0011794521498743641
0.0030220000000000004,0.3022,379.8246,0.0030174429366552655,380.9724299412,0.0012032885083638368
0.0030420000000000004,0.3042,380.4505,0.0030373824799606263,381.60783042099996,0.0012202023350987216
0.003065,0.3065,381.0857,0.003060312463257636,382.2537276705,0.0012400566172076361
0.003087,0.3087,381.7024,0.0030822449987792534,382.88071530880006,0.001259003497308777
0.003117,0.3117,382.2981,0.003112152226560911,383.4897231777,0.0012860106876194826
0.003152,0.3152,382.8925,0.0031470428618680913,384.09937716,0.001317998208725234
0.003172,0.3172,383.4869,0.0031669798212033357,384.7033204468,0.0013350592476471454
0.003202,0.3202,384.055,0.0031968845149466115,385.28474410999996,0.001362195257279945
0.003225,0.3225,384.6231,0.0032198108411982096,385.86350949750005,0.0013823655578767808
0.003242,0.3242,385.1806,0.003236756048869611,386.4293555052,0.001396616260749611
0.003275,0.3275,385.7224,0.0032696488676226794,386.98564086,0.0014268601016226795
0.00331,0.331,386.2484,0.003304534008300547,387.52688220399995,0.0014591679025672138
0.00333,0.333,386.7718,0.0033244678280197415,388.059750094,0.0014765642561435511
0.003352,0.3352,387.2768,0.0033463945707730837,388.5749518336,0.0014960376572797503
0.003387,0.3387,387.7765,0.003381277034315726,389.0898990055,0.0015284679914323925
0.003417,0.3417,388.2722,0.0034111753203488757,389.5989261074,0.001555942338885066
0.00344,0.344,388.7496,0.0034340967342822125,390.086898624,0.0015765400741679268
0.0034699999999999996,0.347,389.2177,0.0034639934411621765,390.568285419,0.0016041444629764621
0.003497,0.3497,389.678,0.003490899713165283,391.040703966,0.001628801122850997
0.0035199999999999997,0.352,390.1277,0.0035138192997965934,391.500949504,0.00164952906406326
0.003552,0.3552,390.5696,0.0035457065464949795,391.9569032192,0.001679245102594027
0.0035849999999999996,0.3585,391.0022,0.003578589204732034,392.40394288699997,0.0017099990005082246
0.00361,0.361,391.4164,0.0036034995896236793,392.829413204,0.0017328833362712985
0.0036420000000000003,0.3642,391.8307,0.00363538397683835,393.25774740939994,0.0017627280367935884
0.003675,0.3675,392.237,0.0036682636864238042,393.67847097500004,0.001793604300828566
0.0036969999999999998,0.3697,392.6289,0.0036901828922320757,394.0804490433,0.0018136093253592186
0.0037319999999999996,0.3732,393.0247,0.0037250533658613263,394.49146818040003,0.0018465225650022787
0.00376,0.376,393.4218,0.0037529488693072337,394.901065968,0.001872467602792948
0.003787,0.3787,393.7953,0.0037798473678247063,395.2866028011,0.001897530211628992
0.003822,0.3822,394.1701,0.003814714715005901,395.6766181222,0.001930540342995425
0.00385,0.385,394.5251,0.00384260771745034,396.044021635,0.001956683804902721
0.003882,0.3882,394.8723,0.0038744844818817577,396.4051942686,0.001986840699650329
0.00392,0.392,395.2142,0.003912336819915625,396.763439664,0.0020229871072299107
0.00395,0.395,395.5443,0.003942219232623851,397.106699985,0.002051234946980994
0.00398,0.398,395.873,0.003972100752400169,397.44857454000004,0.0020794884926858834
0.004007,0.4007,396.1965,0.0039989933567861815,397.7840593755001,0.002104783550236181
0.004037,0.4037,396.5121,0.004028873180138889,398.1128193477,0.0021330978499117456
0.004075,0.4075,396.8014,0.0040667196747612355,398.41836570500004,0.002169489361880283
0.00411,0.411,397.0934,0.004101577021074991,398.725453874,0.002202884383579753
